incident_number,date_reported,date_occurred,badge_id,offense_classification,offense_code_name,nibrs_code,nibrs_group_name,was_offense_completed,lmpd_division,lmpd_beat,location_category,block_address,city,zip_code,ObjectId
LMPD24053388,5/8/2024 5:45:00 PM,5/8/2024 5:45:00 PM,5108,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE 218A.1415 42203 35A,35A,A,YES,1ST DIVISION,112,OTHER/UNKNOWN,2600 BLOCK W MADISON ST,LOUISVILLE,40211,47860
LMPD24053650,5/9/2024 5:30:00 AM,5/9/2024 5:30:00 AM,5588,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,4TH DIVISION,423,RESIDENCE/HOME,1100 BLOCK HATHAWAY AVE,LOUISVILLE,40215,47861
LMPD24052973,5/7/2024 7:54:00 PM,5/7/2024 7:54:00 PM,5560,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,7TH DIVISION,724,RESIDENCE/HOME,4000 BLOCK HISPANYOLA CT,LOUISVILLE,40229,47862
LMPD24052863,5/7/2024 3:42:00 PM,5/7/2024 3:42:00 PM,5287,12 INTIMIDATION,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS 524.040 51201 13C,999,B,NO,4TH DIVISION,423,RESIDENCE/HOME,900 BLOCK W EVELYN AVE,LOUISVILLE,40215,47863
LMPD24053033,5/7/2024 9:58:00 PM,5/7/2024 9:58:00 PM,5039,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,NO,2ND DIVISION,223,OTHER RESIDENCE (APARTMENT/CONDO),1300 BLOCK CATALPA ST,LOUISVILLE,40211,47864
LMPD24901285,5/9/2024 5:14:00 AM,5/9/2024 5:14:00 AM,8185,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,YES,6TH DIVISION,612,AIR/BUS/TRAIN TERMINAL,5100 BLOCK CRITTENDEN DR,LOUISVILLE,40209,47865
LMPD24052962,5/7/2024 7:52:00 PM,5/3/2024 7:30:00 PM,8620,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,3RD DIVISION,322,RESIDENCE/HOME,5300 BLOCK WESTHALL AVE,LOUISVILLE,40214,47866
LMPD24052862,5/7/2024 3:32:00 PM,5/3/2024 4:00:00 PM,8064,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $10,000 < $1,000,000 514.030 24098 23H",23H,A,YES,2ND DIVISION,223,OTHER/UNKNOWN,800 BLOCK S 28TH ST,LOUISVILLE,40211,47867
LMPD24053407,5/8/2024 5:45:00 PM,5/8/2024 5:45:00 PM,5322,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,6TH DIVISION,625,RESIDENCE/HOME,3500 BLOCK DEIBEL WAY,LOUISVILLE,40220,47868
LMPD24053033,5/7/2024 9:58:00 PM,5/7/2024 9:58:00 PM,5039,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,2ND DIVISION,223,OTHER RESIDENCE (APARTMENT/CONDO),1300 BLOCK CATALPA ST,LOUISVILLE,40211,47869
LMPD24053645,5/9/2024 5:08:00 AM,5/9/2024 5:08:00 AM,5520,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,3RD DIVISION,334,RESIDENCE/HOME,4100 BLOCK GLEN HILL MANOR DR,LOUISVILLE,40272,47870
LMPD24052860,5/7/2024 3:22:00 PM,5/7/2024 3:22:00 PM,5582,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,6TH DIVISION,613,RESIDENCE/HOME,5000 BLOCK RURAL WAY,LOUISVILLE,40218,47871
LMPD24053009,5/7/2024 7:48:00 PM,5/7/2024 8:00:00 PM,5249,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,YES,6TH DIVISION,625,RESTAURANT,3300 BLOCK BARDSTOWN RD,LOUISVILLE,40218,47872
LMPD24053826,5/8/2024 5:40:00 PM,5/8/2024 5:40:00 PM,7441,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,YES,7TH DIVISION,723,SCHOOL - ELEMENTARY/SECONDARY,7500 BLOCK TANGELO DR,LOUISVILLE,40228,47873
LMPD24053026,5/7/2024 9:54:00 PM,5/7/2024 9:54:00 PM,5240,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,YES,2ND DIVISION,223,RESIDENCE/HOME,1300 BLOCK BALDWIN ST,LOUISVILLE,40210,47874
LMPD24063711,5/9/2024 5:00:00 AM,5/9/2024 5:00:00 AM,8402,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,YES,8TH DIVISION,815,RESIDENCE/HOME,7700 BLOCK UPTON OXMOOR LN,LOUISVILLE,40222,47875
LMPD24052859,5/7/2024 3:12:00 PM,5/7/2024 3:00:00 PM,5205,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY) 508.030 00795 13B,13B,A,YES,4TH DIVISION,412,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE,500 BLOCK E ST CATHERINE ST,LOUISVILLE,40203,47876
LMPD24052979,5/7/2024 7:42:00 PM,5/7/2024 7:42:00 PM,5465,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,YES,1ST DIVISION,111,OTHER RESIDENCE (APARTMENT/CONDO),500 BLOCK N 26TH ST,LOUISVILLE,40212,47877
LMPD2401053391,5/8/2024 5:40:00 PM,5/8/2024 5:40:00 PM,5583,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,YES,4TH DIVISION,423,SERVICE/GAS STATION,1900 BLOCK S 7TH ST,LOUISVILLE,40208,47878
LMPD24053028,5/7/2024 9:53:00 PM,5/7/2024 9:45:00 PM,5465,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,1ST DIVISION,111,RESIDENCE/HOME,500 BLOCK N 26TH ST,LOUISVILLE,40212,47879
LMPD24052902,5/7/2024 3:00:00 PM,5/7/2024 3:00:00 PM,7669,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,7TH DIVISION,736,RESIDENCE/HOME,3400 BLOCK BONAVENTURE BLVD,LOUISVILLE,40219,47880
LMPD24053338,5/7/2024 7:30:00 PM,5/7/2024 7:30:00 PM,8402,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,7TH DIVISION,735,PARKING/ DROP LOT/ GARAGE,6600 BLOCK MIRABLE PL,LOUISVILLE,40219,47881
LMPD24901414,5/8/2024 5:40:00 PM,5/8/2024 5:40:00 PM,8185,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,7TH DIVISION,711,RESIDENCE/HOME,5200 BLOCK STOUT BLVD,LOUISVILLE,40291,47882
LMPD24053790,5/7/2024 9:36:00 PM,5/7/2024 9:36:00 PM,5563,11 SIMPLE ASSAULT,ENDANGERING THE WELFARE OF A MINOR 530.060 02002 90F,90F,B,NO,6TH DIVISION,613,PARKING/ DROP LOT/ GARAGE,200 BLOCK ROCK CLIFF CT,LOUISVILLE,40218,47883
LMPD24053423,5/8/2024 5:38:00 PM,5/8/2024 5:38:00 PM,7174,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,NO,3RD DIVISION,331,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,DIXIE HWY / ST ANDREWS CHURCH RD,LOUISVILLE,40258,47884
LMPD24901382,5/7/2024 7:25:00 PM,5/7/2024 7:25:00 PM,8185,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,724,DEPARTMENT/DISCOUNT STORE,9800 BLOCK PRESTON CROSSING BLVD,LOUISVILLE,40229,47885
LMPD24053638,5/9/2024 4:34:00 AM,5/9/2024 3:00:00 AM,8578,23 THEFT OTHER,THEFT OF SERVICES 514.060(4) 23481 23H,23H,A,YES,4TH DIVISION,412,RESTAURANT,400 BLOCK EASTERN PKY,LOUISVILLE,40217,47886
LMPD24901370,5/7/2024 9:35:00 PM,5/7/2024 9:35:00 PM,8185,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,7TH DIVISION,736,INDUSTRIAL SITE,2200 BLOCK OUTER LOOP,LOUISVILLE,40219,47887
LMPD24053391,5/8/2024 5:35:00 PM,5/8/2024 5:45:00 PM,5583,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,YES,4TH DIVISION,423,SERVICE/GAS STATION,1900 BLOCK S 7TH ST,LOUISVILLE,40208,47888
LMPD24052957,5/7/2024 7:20:00 PM,5/7/2024 7:20:00 PM,5288,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,YES,7TH DIVISION,711,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,BARDSTOWN RD / S HURSTBOURNE PKY,LOUISVILLE,40220,47889
LMPD24053634,5/9/2024 4:17:00 AM,5/8/2024 11:00:00 PM,8578,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,4TH DIVISION,412,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,MULBERRY ST & MCHENRY ST,LOUISVILLE,40217,47890
LMPD24053018,5/7/2024 9:30:00 PM,5/7/2024 9:30:00 PM,7805,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO),400 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,47891
LMPD24057309,5/7/2024 3:00:00 PM,5/7/2024 3:00:00 PM,5571,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,YES,3RD DIVISION,323,RESIDENCE/HOME,500 BLOCK SINCLAIR ST,LOUISVILLE,40118,47892
LMPD24053402,5/8/2024 5:30:00 PM,5/8/2024 5:30:00 PM,5336,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,7TH DIVISION,735,PARKING/ DROP LOT/ GARAGE,4300 BLOCK OUTER LOOP,LOUISVILLE,40219,47893
LMPD24052084,5/7/2024 7:04:00 PM,5/5/2024 9:00:00 AM,7283,4 FORCIBLE RAPE,RAPE - 2ND DEGREE (MENTALLY INCAPACITATED) 510.050 11161 11A,11A,A,YES,1ST DIVISION,134,OTHER RESIDENCE (APARTMENT/CONDO),700 BLOCK E WASHINGTON ST,LOUISVILLE,40202,47894
LMPD24053644,5/9/2024 4:10:00 AM,5/9/2024 4:10:00 AM,5467,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,6TH DIVISION,625,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40220,47895
LMPD24053013,5/7/2024 9:25:00 PM,5/7/2024 9:25:00 PM,5482,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,2ND DIVISION,211,OTHER RESIDENCE (APARTMENT/CONDO),100 BLOCK N LONGWORTH AVE,LOUISVILLE,40212,47896
LMPD24052846,5/7/2024 2:50:00 PM,5/7/2024 2:50:00 PM,5582,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,6TH DIVISION,613,RESIDENCE/HOME,4800 BLOCK BRENDA DR,LOUISVILLE,40219,47897
LMPD24053452,5/8/2024 5:30:00 PM,5/8/2024 5:30:00 PM,5121,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,NO,3RD DIVISION,331,RESIDENCE/HOME,5100 BLOCK VALIANT DR,LOUISVILLE,40216,47898
LMPD24056582,5/9/2024 4:00:00 AM,5/9/2024 4:00:00 AM,8173,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,1ST DIVISION,111,RESIDENCE/HOME,300 BLOCK N 27TH ST,LOUISVILLE,40212,47899
LMPD24052991,5/7/2024 7:00:00 PM,5/7/2024 7:00:00 PM,7365,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,YES,3RD DIVISION,331,RESIDENCE/HOME,4900 BLOCK SADDLEBROOK LN,LOUISVILLE,40216,47900
LMPD24057057,5/9/2024 4:00:00 AM,5/17/2024 11:10:00 PM,5588,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,4TH DIVISION,412,NON-ATTACHED RESD GARAGE/SHED/BULD,1100 BLOCK S SHELBY ST,LOUISVILLE,40203,47901
LMPD24053014,5/7/2024 9:22:00 PM,5/7/2024 9:20:00 PM,5465,12 INTIMIDATION,MENACING 508.050 00803 13C,13C,A,YES,1ST DIVISION,111,RESIDENCE/HOME,2800 BLOCK GARFIELD AVE,LOUISVILLE,40212,47902
LMPD24052841,5/7/2024 2:29:00 PM,5/7/2024 2:29:00 PM,7278,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,NO,7TH DIVISION,711,OTHER RESIDENCE (APARTMENT/CONDO),4400 BLOCK DONERAIL RUN DR,LOUISVILLE,40299,47903
LMPD24053397,5/8/2024 5:21:00 PM,5/1/2024 4:00:00 AM,5288,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,6TH DIVISION,625,RESIDENCE/HOME,1800 BLOCK ARBORO PL,LOUISVILLE,40220,47904
LMPD24054942,5/7/2024 2:28:00 PM,5/7/2024 2:28:00 PM,5458,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,NO,6TH DIVISION,625,RESIDENCE/HOME,3000 BLOCK RADIANCE RD,LOUISVILLE,40220,47905
LMPD24052991,5/7/2024 7:00:00 PM,5/7/2024 7:00:00 PM,7365,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",999,B,NO,3RD DIVISION,331,RESIDENCE/HOME,4900 BLOCK SADDLEBROOK LN,LOUISVILLE,40216,47906
LMPD24053629,5/9/2024 3:30:00 AM,5/9/2024 3:30:00 AM,5379,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,4TH DIVISION,423,RESIDENCE/HOME,1500 BLOCK EARL AVE,LOUISVILLE,40215,47907
LMPD24053397,5/8/2024 5:21:00 PM,5/7/2024 12:00:00 PM,5288,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,YES,6TH DIVISION,625,RESIDENCE/HOME,1800 BLOCK ARBORO PL,LOUISVILLE,40220,47908
LMPD24053011,5/7/2024 9:08:00 PM,5/7/2024 8:25:00 PM,5135,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,1ST DIVISION,123,PARKING/ DROP LOT/ GARAGE,700 BLOCK W JEFFERSON ST,LOUISVILLE,40202,47909
LMPD24052830,5/7/2024 2:12:00 PM,5/7/2024 2:12:00 PM,5301,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,4TH DIVISION,412,RESIDENCE/HOME,700 BLOCK S CLAY ST,LOUISVILLE,40203,47910
LMPD24052991,5/7/2024 7:00:00 PM,5/7/2024 7:00:00 PM,7365,9 AGGRAVATED ASSAULT,ASSAULT - 1ST DEGREE 508.010 13150 13A,999,B,NO,3RD DIVISION,331,RESIDENCE/HOME,4900 BLOCK SADDLEBROOK LN,LOUISVILLE,40216,47911
LMPD24054407,5/9/2024 3:00:00 AM,5/9/2024 3:00:00 AM,5288,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,6TH DIVISION,625,RESIDENCE/HOME,3700 BLOCK BRIARBRIDGE LN,LOUISVILLE,40218,47912
LMPD24901275,5/8/2024 5:15:00 PM,5/8/2024 5:15:00 PM,8185,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,1ST DIVISION,134,DEPARTMENT/DISCOUNT STORE,100 BLOCK W MAIN ST,LOUISVILLE,40202,47913
LMPD24053105,5/7/2024 9:00:00 PM,5/7/2024 9:00:00 PM,5324,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,NO,4TH DIVISION,423,NON-ATTACHED RESD GARAGE/SHED/BULD,3700 BLOCK LENTZ AVE,LOUISVILLE,40215,47914
LMPD24052830,5/7/2024 2:12:00 PM,5/7/2024 2:12:00 PM,5301,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,4TH DIVISION,412,RESIDENCE/HOME,700 BLOCK S CLAY ST,LOUISVILLE,40203,47915
LMPD24052991,5/7/2024 7:00:00 PM,5/7/2024 7:00:00 PM,7365,46 WPNS LAW VIOLATION,POSSESSION OF HANDGUN BY CONVICTED FELON 527.040 52197 520,520,A,YES,3RD DIVISION,331,RESIDENCE/HOME,4900 BLOCK SADDLEBROOK LN,LOUISVILLE,40216,47916
LMPD24054407,5/9/2024 3:00:00 AM,5/9/2024 3:00:00 AM,5288,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,6TH DIVISION,625,RESIDENCE/HOME,3700 BLOCK BRIARBRIDGE LN,LOUISVILLE,40218,47917
LMPD24053386,5/8/2024 5:05:00 PM,5/8/2024 5:00:00 PM,7427,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,3RD DIVISION,322,RESIDENCE/HOME,6300 BLOCK STRAWBERRY LN,LOUISVILLE,40214,47918
LMPD24053371,5/8/2024 5:04:00 PM,5/8/2024 3:00:00 AM,8585,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,NO,8TH DIVISION,811,PARKING/ DROP LOT/ GARAGE,5000 BLOCK CRONIN DR,LOUISVILLE,40245,47919
LMPD24053417,5/8/2024 5:00:00 PM,5/8/2024 5:00:00 PM,5121,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000 514.030 24142 23F",23F,A,YES,8TH DIVISION,815,SHOPPING MALL,7900 BLOCK SHELBYVILLE RD,LOUISVILLE,40222,47920
LMPD24053448,5/8/2024 5:00:00 PM,5/8/2024 5:00:00 PM,5580,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,8TH DIVISION,811,RESIDENCE/HOME,10400 BLOCK WEMBERLEY HILL BLVD,LOUISVILLE,40241,47921
LMPD24053380,5/8/2024 4:59:00 PM,5/8/2024 4:59:00 PM,5534,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-DRUG UNSPECIFIED 218A.1415 42201 35A,35A,A,YES,3RD DIVISION,331,RESIDENCE/HOME,7200 BLOCK LUCILLE AVE,LOUISVILLE,40258,47922
LMPD24053380,5/8/2024 4:59:00 PM,5/8/2024 4:59:00 PM,5534,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,YES,3RD DIVISION,331,RESIDENCE/HOME,7200 BLOCK LUCILLE AVE,LOUISVILLE,40258,47923
LMPD24053382,5/8/2024 4:40:00 PM,5/8/2024 4:40:00 PM,7336,56 ALL OTHER OFFENSES,RECOVERY OF STOLEN PROPERTY ***.*** 03016 90Z,90Z,B,NO,3RD DIVISION,316,RESIDENCE/HOME,13400 BLOCK KINROSS BLVD,LOUISVILLE,40272,47924
LMPD24062361,5/8/2024 4:30:00 PM,5/8/2024 4:30:00 PM,5477,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,7TH DIVISION,712,PARK/ PLAYGROUND,10500 BLOCK CEDAR CREEK RD,LOUISVILLE,40229,47925
LMPD24053351,5/8/2024 4:20:00 PM,5/8/2024 12:00:00 AM,4354,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,4TH DIVISION,423,PARKING/ DROP LOT/ GARAGE,1500 BLOCK CLARA AVE,LOUISVILLE,40215,47926
LMPD24053355,5/8/2024 4:14:00 PM,5/8/2024 4:14:00 PM,5610,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,1ST DIVISION,112,RESIDENCE/HOME,600 BLOCK S 26TH ST,LOUISVILLE,40211,47927
LMPD24053347,5/8/2024 4:10:00 PM,5/4/2024 7:00:00 AM,8373,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,7TH DIVISION,711,PARKING/ DROP LOT/ GARAGE,4400 BLOCK DONERAIL RUN DR,LOUISVILLE,40299,47928
LMPD24053344,5/8/2024 4:04:00 PM,5/8/2024 1:30:00 AM,8585,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,2ND DIVISION,211,PARKING/ DROP LOT/ GARAGE,600 BLOCK LINDELL AVE,LOUISVILLE,40211,47929
LMPD24053344,5/8/2024 4:04:00 PM,5/9/2024 3:50:00 PM,8585,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $1,000 < $10,000 514.110(3)(b) 28012 280",280,A,YES,2ND DIVISION,211,PARKING/ DROP LOT/ GARAGE,600 BLOCK LINDELL AVE,LOUISVILLE,40211,47930
LMPD24053557,5/8/2024 4:00:00 PM,5/8/2024 4:00:00 PM,5233,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (CHILD ABUSE) 508.030 00799 13B,13B,A,YES,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO),700 BLOCK THEODORE BURNETT CT,LOUISVILLE,40217,47931
LMPD24076055,5/8/2024 4:00:00 PM,5/8/2024 4:00:00 PM,8402,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,5TH DIVISION,521,OTHER RESIDENCE (APARTMENT/CONDO),200 BLOCK POPE ST,LOUISVILLE,40206,47932
LMPD24054896,5/8/2024 4:00:00 PM,5/8/2024 4:00:00 PM,5605,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,2ND DIVISION,225,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,1500 BLOCK DIXIE HWY,LOUISVILLE,40210,47933
LMPD24054897,5/8/2024 4:00:00 PM,5/8/2024 4:00:00 PM,5605,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,2ND DIVISION,225,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,1500 BLOCK DIXIE HWY,LOUISVILLE,40210,47934
LMPD24053334,5/8/2024 3:41:00 PM,3/27/2024 11:28:00 PM,8585,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,8TH DIVISION,812,RESIDENCE/HOME,3000 BLOCK SPRINGCREST DR,LOUISVILLE,40241,47935
LMPD24053333,5/8/2024 3:40:00 PM,2/17/2024 10:00:00 PM,8585,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,8TH DIVISION,812,RESIDENCE/HOME,3000 BLOCK SPRINGCREST DR,LOUISVILLE,40241,47936
LMPD24053625,5/8/2024 3:36:00 PM,5/8/2024 3:36:00 PM,5615,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,2ND DIVISION,212,RESIDENCE/HOME,4300 BLOCK HALE AVE,LOUISVILLE,40211,47937
LMPD24053341,5/8/2024 3:19:00 PM,5/8/2024 3:19:00 PM,7340,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,NO,3RD DIVISION,331,RESIDENCE/HOME,6000 BLOCK LOWER HUNTERS TRCE,LOUISVILLE,40258,47938
LMPD24053341,5/8/2024 3:19:00 PM,5/8/2024 3:19:00 PM,7340,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,NO,3RD DIVISION,331,RESIDENCE/HOME,6000 BLOCK LOWER HUNTERS TRCE,LOUISVILLE,40258,47939
LMPD24053341,5/8/2024 3:19:00 PM,5/8/2024 3:19:00 PM,7340,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,YES,3RD DIVISION,331,RESIDENCE/HOME,6000 BLOCK LOWER HUNTERS TRCE,LOUISVILLE,40258,47940
LMPD24053329,5/8/2024 3:10:00 PM,5/7/2024 4:00:00 PM,5020,,CRIMINAL MISCHIEF - RESIDENTIAL RENTAL PROPERTY 2ND 512.030 01418 290,290,A,YES,5TH DIVISION,512,OTHER RESIDENCE (APARTMENT/CONDO),900 BLOCK BAXTER AVE,LOUISVILLE,40204,47941
LMPD24053265,5/7/2024 9:00:00 PM,5/7/2024 9:00:00 PM,5121,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,NO,8TH DIVISION,812,RESIDENCE/HOME,pending,LOUISVILLE,40207,47942
LMPD24052838,5/7/2024 2:11:00 PM,5/7/2024 3:30:00 AM,7294,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,6TH DIVISION,612,PARKING/ DROP LOT/ GARAGE,4900 BLOCK QUAIL HOLLOW RD,LOUISVILLE,40213,47943
LMPD24053328,5/7/2024 7:00:00 PM,5/7/2024 7:00:00 PM,5131,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,411,RESIDENCE/HOME,1100 BLOCK S 6TH ST,LOUISVILLE,40203,47944
LMPD24053606,5/9/2024 2:42:00 AM,5/9/2024 2:42:00 AM,5613,11 SIMPLE ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON 508.025 13113 13B,13B,A,YES,1ST DIVISION,123,HOTEL/ MOTEL/ ETC.,300 BLOCK W JEFFERSON ST,LOUISVILLE,40202,47945
