incident_number,date_reported,date_occurred,badge_id,offense_classification,offense_code_name,nibrs_code,nibrs_group_name,was_offense_completed,lmpd_division,lmpd_beat,location_category,block_address,city,zip_code,ObjectId
LMPD25080477,7/11/2025 3:29:00 PM,5/10/2024 4:00:00 AM,2469,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,2ND DIVISION,211,RESIDENCE/HOME,600 BLOCK S 44TH ST,LOUISVILLE,40211,1
LMPD25007349,1/23/2025 5:14:00 PM,12/15/2024 3:40:00 PM,8611,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,YES,4TH DIVISION,412,RESIDENCE/HOME,900 BLOCK S BROOK ST,LOUISVILLE,40203,2
LMPD25077420,7/5/2025 5:42:00 PM,11/1/2024 4:00:00 AM,7090,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,7TH DIVISION,736,RESIDENCE/HOME,1000 BLOCK MEADOW HILL RD,LOUISVILLE,40219,3
LMPD25067785,6/13/2025 11:18:00 PM,9/15/2024 4:00:00 PM,8544,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,YES,5TH DIVISION,521,INDUSTRIAL SITE,2600 BLOCK BUDDEKE DR,LOUISVILLE,40206,4
LMPD25007340,1/23/2025 4:48:00 PM,3/1/2024 5:01:00 AM,8358,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,2ND DIVISION,223,RESIDENCE/HOME,3300 BLOCK KIRBY AVE,LOUISVILLE,40211,5
LMPD25066922,6/11/2025 11:01:00 PM,4/9/2024 4:00:00 AM,8630,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,8TH DIVISION,815,RESIDENCE/HOME,1800 BLOCK FLAGSTAFF CT,LOUISVILLE,40223,6
LMPD25007300,1/23/2025 2:55:00 PM,9/3/2024 4:00:00 AM,8631,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,YES,6TH DIVISION,612,RESIDENCE/HOME,5100 BLOCK PATTERSON DR,LOUISVILLE,40219,7
LMPD25066864,6/11/2025 8:37:00 PM,7/11/2024 4:00:00 AM,8661,32 EMBEZZLEMENT,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287E 270",270,A,YES,3RD DIVISION,331,SPECIALTY STORE,5200 BLOCK DIXIE HWY,LOUISVILLE,40216,8
LMPD25007079,1/22/2025 9:48:00 PM,11/17/2024 9:48:00 PM,5571,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,3RD DIVISION,331,RENTAL STORAGE FACILITY,7400 BLOCK GREENWOOD RD,LOUISVILLE,40258,9
LMPD25066357,6/10/2025 6:52:00 PM,8/26/2024 4:01:00 AM,8646,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,6TH DIVISION,624,CYBERSPACE,7000 BLOCK BRONNER CIR,LOUISVILLE,40218,10
LMPD25006974,1/22/2025 5:38:00 PM,12/31/2024 5:00:00 AM,8659,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,YES,6TH DIVISION,624,OTHER/UNKNOWN,4500 BLOCK BARDSTOWN RD,LOUISVILLE,40218,11
LMPD25065275,6/7/2025 9:18:00 PM,1/20/2024 5:00:00 AM,8661,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,2ND DIVISION,225,RESIDENCE/HOME,1700 BLOCK BOLLING AVE,LOUISVILLE,40210,12
LMPD25900213,1/22/2025 10:14:00 AM,1/1/2024 5:01:00 AM,8185,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,OOJ,OOJ,OTHER/UNKNOWN,300 BLOCK DENNIS DR,SHEPHERDSVILLE,40165,13
LMPD25064919,6/6/2025 9:27:00 PM,12/20/2024 5:00:00 PM,8544,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,7TH DIVISION,736,PARKING/ DROP LOT/ GARAGE,2600 BLOCK SOUTH PARK RD,LOUISVILLE,40219,14
LMPD25006688,1/21/2025 8:45:00 PM,12/5/2024 5:01:00 AM,8646,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,4TH DIVISION,412,PARKING/ DROP LOT/ GARAGE,1000 BLOCK S JACKSON ST,LOUISVILLE,40203,15
LMPD25064736,6/6/2025 12:27:00 PM,11/5/2024 1:00:00 PM,5258,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,YES,4TH DIVISION,411,SHELTER - MISSION/ HOMELESS,900 BLOCK S 2ND ST,LOUISVILLE,40203,16
LMPD25006629,1/21/2025 5:52:00 PM,12/23/2024 5:00:00 AM,8454,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,3RD DIVISION,315,RESIDENCE/HOME,9900 BLOCK PLAUDIT WAY,LOUISVILLE,40272,17
LMPD25063793,6/4/2025 4:35:00 PM,10/1/2024 4:00:00 AM,8454,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,7TH DIVISION,723,RESIDENCE/HOME,8100 BLOCK APPLEGATE CT,LOUISVILLE,40228,18
LMPD25006386,1/21/2025 12:03:00 AM,12/13/2024 5:00:00 AM,7962,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $500 < $1,000 514.030 24231 23C",23C,A,YES,WEST BUECHEL,WB,DEPARTMENT/DISCOUNT STORE,2100 BLOCK BASHFORD MANOR LN,WEST BUECHEL,40218,19
LMPD25063298,6/3/2025 4:43:00 PM,6/17/2024 4:00:00 AM,8585,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,4TH DIVISION,411,RESIDENCE/HOME,500 BLOCK BELGRAVIA CT,LOUISVILLE,40208,20
LMPD25006385,1/21/2025 12:03:00 AM,12/18/2024 5:00:00 AM,7962,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $1,000 < $10,000 514.030 24232 23C",23C,A,YES,6TH DIVISION,613,DEPARTMENT/DISCOUNT STORE,2000 BLOCK BASHFORD MANOR LN,LOUISVILLE,40218,21
LMPD25063307,6/3/2025 3:23:00 PM,1/1/2024 5:00:00 AM,8173,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,1ST DIVISION,123,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,700 BLOCK W MAIN ST,LOUISVILLE,40202,22
LMPD25011965,2/3/2025 10:43:00 PM,12/1/2024 5:00:00 AM,5104,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,5TH DIVISION,521,RESIDENCE/HOME,600 BLOCK ROYER CT,LOUISVILLE,40206,23
LMPD25006387,1/21/2025 12:03:00 AM,12/13/2024 5:00:00 AM,7962,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,WEST BUECHEL,WB,DEPARTMENT/DISCOUNT STORE,2100 BLOCK BASHFORD MANOR LN,WEST BUECHEL,40218,24
LMPD25006380,1/20/2025 11:59:00 PM,12/28/2024 5:00:00 AM,7962,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,JEFFERSONTOWN,JTN,DEPARTMENT/DISCOUNT STORE,500 BLOCK S HURSTBOURNE PKY,JEFFERSONTOWN,40222,25
LMPD25006263,1/20/2025 6:29:00 PM,5/14/2024 4:00:00 AM,8373,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,YES,7TH DIVISION,736,RESIDENCE/HOME,7000 BLOCK CULVER LN,LOUISVILLE,40219,26
LMPD25006240,1/20/2025 5:11:00 PM,7/9/2024 4:00:00 AM,7244,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,YES,3RD DIVISION,334,COMMERCIAL/OFFICE BUILDING,4700 BLOCK E PAGES LN,LOUISVILLE,40272,27
LMPD25006239,1/20/2025 5:11:00 PM,7/9/2024 4:00:00 AM,7244,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD > $10,000 434.650(1)(B)(4) 71206 26B",26B,A,YES,3RD DIVISION,334,COMMERCIAL/OFFICE BUILDING,4700 BLOCK E PAGES LN,LOUISVILLE,40272,28
LMPD25006202,1/20/2025 3:30:00 PM,11/30/2024 12:50:00 AM,8064,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,2ND DIVISION,212,RESIDENCE/HOME,800 BLOCK S 42ND ST,LOUISVILLE,40211,29
LMPD25006065,1/19/2025 11:14:00 PM,11/7/2024 10:28:00 PM,7984,46 WPNS LAW VIOLATION,POSS HANDGUN BY MINOR 1ST OFFENSE 527.100 52206 520,520,A,YES,2ND DIVISION,211,CONVENIENCE STORE,4100 BLOCK W MARKET ST,LOUISVILLE,40212,30
LMPD25006046,1/19/2025 9:11:00 PM,12/23/2024 10:00:00 PM,8646,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,6TH DIVISION,611,PARKING/ DROP LOT/ GARAGE,0 BLOCK AUDUBON PLAZA DR,LOUISVILLE,40217,31
LMPD25006033,1/19/2025 7:25:00 PM,12/21/2024 4:00:00 AM,5652,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,4TH DIVISION,423,RESIDENCE/HOME,1300 BLOCK SALE AVE,LOUISVILLE,40215,32
LMPD25006008,1/19/2025 4:57:00 PM,10/28/2024 4:00:00 AM,8631,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,3RD DIVISION,316,RESIDENCE/HOME,5500 BLOCK BLEVINS GAP RD,LOUISVILLE,40272,33
LMPD25005741,1/18/2025 9:05:00 PM,12/28/2024 5:01:00 AM,8646,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $500 < $1,000 514.030 24096 23H",23H,A,YES,4TH DIVISION,424,RESIDENCE/HOME,4000 BLOCK SOUTHERN PKY,LOUISVILLE,40214,34
LMPD25005738,1/18/2025 8:34:00 PM,12/17/2024 5:00:00 AM,5410,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,7TH DIVISION,735,RENTAL STORAGE FACILITY,6500 BLOCK JEFFERSON BLVD,LOUISVILLE,40219,35
LMPD25005716,1/18/2025 6:41:00 PM,8/12/2024 4:00:00 AM,5654,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,6TH DIVISION,625,COMMERCIAL/OFFICE BUILDING,3400 BLOCK BARDSTOWN RD,LOUISVILLE,40218,36
LMPD25005388,1/17/2025 7:13:00 PM,12/10/2024 5:00:00 AM,7090,32 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $500 < $1,000 514.030 24161E 270",270,A,NO,7TH DIVISION,724,RESIDENCE/HOME,4800 BLOCK ARROYO TRL,LOUISVILLE,40229,37
LMPD25005358,1/17/2025 7:01:00 PM,12/19/2024 9:09:00 PM,8659,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,3RD DIVISION,315,BANK/SAVINGS AND LOAN,7500 BLOCK DIXIE HWY,LOUISVILLE,40258,38
LMPD25005348,1/17/2025 6:45:00 PM,1/4/2024 5:00:00 PM,8544,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,5TH DIVISION,513,CYBERSPACE,2200 BLOCK ALTA AVE,LOUISVILLE,40205,39
LMPD25005332,1/17/2025 5:34:00 PM,6/10/2024 7:30:00 PM,5258,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,4TH DIVISION,411,RESIDENCE/HOME,1100 BLOCK S 1ST ST,LOUISVILLE,40203,40
LMPD25005294,1/17/2025 4:19:00 PM,7/1/2024 4:00:00 AM,8454,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,2ND DIVISION,236,PARKING/ DROP LOT/ GARAGE,6700 BLOCK ELMWOOD ST,LOUISVILLE,40216,41
LMPD25005291,1/17/2025 4:16:00 PM,11/25/2024 5:00:00 AM,8611,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,3RD DIVISION,315,BANK/SAVINGS AND LOAN,9900 BLOCK DIXIE HWY,LOUISVILLE,40272,42
LMPD25005288,1/17/2025 3:56:00 PM,12/26/2024 1:00:00 PM,8560,32 EMBEZZLEMENT,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287E 270",270,A,YES,8TH DIVISION,815,SHOPPING MALL,7900 BLOCK SHELBYVILLE RD,LOUISVILLE,40222,43
LMPD25005262,1/17/2025 2:31:00 PM,12/12/2024 5:00:00 PM,8659,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,4TH DIVISION,436,RESIDENCE/HOME,5000 BLOCK S 4TH ST,LOUISVILLE,40214,44
LMPD25005414,1/17/2025 5:00:00 AM,12/28/2024 8:00:00 PM,8585,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,8TH DIVISION,811,PARKING/ DROP LOT/ GARAGE,10000 BLOCK BROWNSBORO RD,LOUISVILLE,40241,45
LMPD25004989,1/16/2025 9:58:00 PM,12/26/2024 5:00:00 PM,8544,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO),600 BLOCK BALLARD ST,LOUISVILLE,40202,46
LMPD25004992,1/16/2025 9:10:00 PM,9/25/2024 8:10:00 PM,5330,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,YES,5TH DIVISION,521,OTHER RESIDENCE (APARTMENT/CONDO),2100 BLOCK PAYNE ST,LOUISVILLE,40206,47
LMPD25004946,1/16/2025 8:01:00 PM,1/12/2024 5:00:00 AM,8454,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,NO,2ND DIVISION,234,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,1700 BLOCK CYPRESS ST,LOUISVILLE,40210,48
LMPD25004936,1/16/2025 7:30:00 PM,12/7/2024 5:00:00 PM,8358,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO),500 BLOCK W ORMSBY AVE,LOUISVILLE,40203,49
LMPD25004937,1/16/2025 7:29:00 PM,11/25/2024 5:00:00 AM,8592,43 PROSTITUTION,HUMAN TRAFFICKING - COMM SEX ACTIVITY (VICTIM< 18) 529.100 40063 64B,64B,A,NO,6TH DIVISION,625,RESIDENCE/HOME,3300 BLOCK BARDSTOWN RD,LOUISVILLE,40218,50
LMPD25004901,1/16/2025 6:22:00 PM,10/31/2024 4:00:00 AM,8611,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,1ST DIVISION,112,RESIDENCE/HOME,2700 BLOCK W CHESTNUT ST,LOUISVILLE,40211,51
LMPD25004898,1/16/2025 6:05:00 PM,10/31/2024 4:00:00 AM,8611,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,1ST DIVISION,112,RESIDENCE/HOME,2700 BLOCK W CHESTNUT ST,LOUISVILLE,40211,52
LMPD25004881,1/16/2025 5:01:00 PM,3/1/2024 5:00:00 PM,7283,4 FORCIBLE RAPE,RAPE - 1ST DEGREE 510.040 10990 11A,11A,A,YES,8TH DIVISION,815,OTHER RESIDENCE (APARTMENT/CONDO),2800 BLOCK GOOSE CREEK RD,ROLLING HILLS,40242,53
LMPD25004881,1/16/2025 5:01:00 PM,3/1/2024 5:00:00 PM,7283,4 FORCIBLE RAPE,RAPE - 1ST DEGREE 510.040 10990 11A,11A,A,YES,8TH DIVISION,815,OTHER RESIDENCE (APARTMENT/CONDO),2800 BLOCK GOOSE CREEK RD,ROLLING HILLS,40242,54
LMPD25004875,1/16/2025 3:57:00 PM,12/5/2024 5:00:00 AM,5344,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,1ST DIVISION,112,RENTAL STORAGE FACILITY,1600 BLOCK W BROADWAY,LOUISVILLE,40203,55
LMPD25004812,1/16/2025 2:02:00 PM,4/1/2024 4:01:00 AM,8358,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,7TH DIVISION,711,RESIDENCE/HOME,4200 BLOCK STONE LAKES DR,LOUISVILLE,40299,56
LMPD25004554,1/15/2025 9:50:00 PM,12/4/2024 5:00:00 AM,8630,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,NO,5TH DIVISION,514,RESIDENCE/HOME,2100 BLOCK DAHLIA AVE,LOUISVILLE,40205,57
LMPD25004520,1/15/2025 7:36:00 PM,12/21/2024 5:00:00 PM,5596,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $500 < $1,000 514.030 24161 23D",23D,A,YES,1ST DIVISION,123,HOTEL/ MOTEL/ ETC.,800 BLOCK W JEFFERSON ST,LOUISVILLE,40202,58
LMPD25004482,1/15/2025 6:44:00 PM,11/1/2024 4:00:00 AM,8373,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,7TH DIVISION,712,RESIDENCE/HOME,11500 BLOCK HICKORY BEND HOLW,LOUISVILLE,40291,59
LMPD25004410,1/15/2025 3:14:00 PM,12/31/2024 5:00:00 AM,7205,4 FORCIBLE RAPE,RAPE - 1ST DEGREE - DOMESTIC VIOLENCE 510.040 10992 11A,11A,A,YES,2ND DIVISION,225,RESIDENCE/HOME,1200 BLOCK MOORE CT,LOUISVILLE,40210,60
LMPD25004395,1/15/2025 2:09:00 PM,12/24/2024 8:00:00 PM,8358,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO),3000 BLOCK MID DALE LN,LOUISVILLE,40220,61
LMPD25004206,1/15/2025 12:23:00 AM,9/12/2024 4:01:00 AM,8646,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,5TH DIVISION,514,RESIDENCE/HOME,1900 BLOCK GLADSTONE AVE,LOUISVILLE,40205,62
LMPD25004205,1/14/2025 11:37:00 PM,9/1/2024 11:00:00 AM,5349,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,4TH DIVISION,423,RENTAL STORAGE FACILITY,1500 BLOCK CRUMS LN,LOUISVILLE,40216,63
LMPD25004209,1/14/2025 10:36:00 PM,11/7/2024 5:00:00 AM,5247,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,YES,6TH DIVISION,625,RESIDENCE/HOME,300 BLOCK EL CONQUISTADOR PL,LOUISVILLE,40220,64
LMPD25018539,2/20/2025 5:24:00 PM,11/11/2024 5:00:00 AM,8631,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,6TH DIVISION,611,RESIDENCE/HOME,1000 BLOCK ARDMORE DR,LOUISVILLE,40217,65
LMPD25133838,11/10/2025 3:22:00 PM,11/1/2024 4:00:00 AM,5237,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,4TH DIVISION,412,RESIDENCE/HOME,700 BLOCK E ORMSBY AVE,LOUISVILLE,40203,66
LMPD25042908,4/18/2025 8:01:00 PM,5/17/2024 4:00:00 AM,5388,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,1ST DIVISION,112,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,600 BLOCK S 22ND ST,LOUISVILLE,40211,67
LMPD25026935,3/11/2025 10:59:00 PM,12/1/2024 5:01:00 AM,8646,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,4TH DIVISION,423,RESIDENCE/HOME,1000 BLOCK CARLISLE AVE,LOUISVILLE,40215,68
LMPD25042340,4/17/2025 5:28:00 PM,6/10/2024 4:00:00 AM,8499,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,2ND DIVISION,234,PARKING/ DROP LOT/ GARAGE,3200 BLOCK DUVALLE DR,LOUISVILLE,40211,69
LMPD25018516,2/20/2025 4:32:00 PM,11/27/2024 5:00:00 AM,8611,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,YES,8TH DIVISION,811,RESIDENCE/HOME,11100 BLOCK ROCK BEND WAY,LOUISVILLE,40241,70
LMPD25063296,6/3/2025 4:00:00 AM,4/16/2024 4:00:00 AM,8585,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,4TH DIVISION,411,RESIDENCE/HOME,500 BLOCK BELGRAVIA CT,LOUISVILLE,40208,71
LMPD25042263,4/17/2025 2:06:00 PM,10/25/2024 4:00:00 AM,8560,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,5TH DIVISION,521,RESIDENCE/HOME,2600 BLOCK LINDSAY AVE,LOUISVILLE,40206,72
LMPD25011848,2/3/2025 7:16:00 PM,12/31/2024 5:01:00 AM,8358,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY 516.050 25061 250,250,A,YES,8TH DIVISION,823,RESIDENCE/HOME,14600 BLOCK HAMILTON SPRINGS CIR,LOUISVILLE,40245,73
LMPD25026763,3/11/2025 3:44:00 PM,10/15/2024 4:00:00 AM,8454,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,6TH DIVISION,624,RESIDENCE/HOME,4300 BLOCK MEADOWBEND WAY,LOUISVILLE,40218,74
LMPD25132715,11/7/2025 4:12:00 PM,12/29/2024 5:00:00 AM,4354,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,7TH DIVISION,711,RESIDENCE/HOME,9800 BLOCK MARY DELL LN,LOUISVILLE,40291,75
LMPD25004148,1/14/2025 9:56:00 PM,12/13/2024 5:00:00 PM,8544,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,6TH DIVISION,613,CYBERSPACE,3500 BLOCK HUON DR,LOUISVILLE,40218,76
LMPD25018330,2/20/2025 12:44:00 AM,4/1/2024 4:01:00 AM,8646,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,7TH DIVISION,724,RESIDENCE/HOME,5700 BLOCK MIDNIGHT LN,LOUISVILLE,40229 0000,77
LMPD25061802,5/31/2025 4:35:00 AM,5/31/2024 4:35:00 AM,5646,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,3RD DIVISION,334,RESIDENCE/HOME,4600 BLOCK FREL RD,LOUISVILLE,40272,78
LMPD25041915,4/16/2025 4:16:00 PM,8/1/2024 4:00:00 AM,5312,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $1,000 < $10,000 514.070(4)(b) 23494 26A",26A,A,YES,3RD DIVISION,315,OTHER/UNKNOWN,9200 BLOCK DIXIE HWY,LOUISVILLE,40272,79
LMPD24149514,2/3/2025 6:11:00 PM,12/27/2024 3:04:00 PM,5596,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,NO,1ST DIVISION,111,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,ROWAN ST & N 30TH ST,LOUISVILLE,40212,80
LMPD25026748,3/11/2025 2:50:00 PM,12/19/2024 5:00:00 AM,8585,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $10,000 OR MORE 514.070(4)(c) 23496 26A",26A,A,YES,8TH DIVISION,812,COMMERCIAL/OFFICE BUILDING,10500 BLOCK WESTPORT RD,LOUISVILLE,40241,81
LMPD25130069,11/1/2025 6:09:00 PM,11/1/2024 4:00:00 AM,5067,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,3RD DIVISION,323,RENTAL STORAGE FACILITY,8600 BLOCK NATIONAL TPKE,LOUISVILLE,40118,82
LMPD25004129,1/14/2025 9:22:00 PM,12/18/2024 5:00:00 AM,8454,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY 516.050 25061 250,250,A,YES,4TH DIVISION,423,RESIDENCE/HOME,600 BLOCK DAVIES AVE,LOUISVILLE,40208,83
LMPD25017928,2/18/2025 9:56:00 PM,12/2/2024 5:00:00 PM,8665,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,2ND DIVISION,234,RESIDENCE/HOME,1500 BLOCK HEMLOCK ST,LOUISVILLE,40211,84
LMPD25061083,5/29/2025 7:56:00 PM,9/1/2024 4:00:00 AM,8454,32 EMBEZZLEMENT,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162E 270",270,A,YES,5TH DIVISION,525,RESTAURANT,3600 BLOCK BROWNSBORO RD,LOUISVILLE,40207,85
LMPD25041904,4/16/2025 4:05:00 PM,12/25/2024 5:00:00 PM,5211,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,3RD DIVISION,322,RENTAL STORAGE FACILITY,6700 BLOCK STRAWBERRY LN,LOUISVILLE,40214,86
